measurement.id,plot.id,site.id,study.id,refor.type,prior,stand.age,n,sub_n,plot.size,variables.name,mean_ha,covar_1,coV1_value,covar_2,coV2_value,covar_3,coV3_value
13458,9345,2259,9199,SNR,SC,40,10,10,0.025,soil_perC,0.8,max_depth,10,min_depth,5,bulk_density,1.18
13459,9345,2259,9199,SNR,SC,40,10,10,0.025,soil_perC,0.8,max_depth,20,min_depth,10,bulk_density,1.18
3210,2550,3812,9210,SNR,,30,1,5,,soil_perC,1.71,max_depth,15,min_depth,0,bulk_density,1.2
3264,2591,293,9362,SNR,SC,3,10,32,0.050000001,SOM_per,11,max_depth,15,min_depth,0,,
3266,2592,293,9362,SNR,SC,8,8,32,0.050000001,SOM_per,10.1,max_depth,15,min_depth,0,,
3268,2593,293,9362,SNR,SC,19,10,32,0.050000001,SOM_per,12.3,max_depth,15,min_depth,0,,
3398,2667,2259,9643,SNR,SC,10,5,10,0.025,SOC,13.2,max_depth,5,min_depth,0,,
3399,2667,2259,9643,SNR,SC,10,5,10,0.025,SOC,7.6,max_depth,10,min_depth,5,,
3400,2667,2259,9643,SNR,SC,10,5,10,0.025,SOC,12.2,max_depth,20,min_depth,10,,
3402,2668,2259,9643,SNR,SC,20,10,10,0.025,SOC,14.1,max_depth,5,min_depth,0,,
3403,2668,2259,9643,SNR,SC,20,10,10,0.025,SOC,5.9,max_depth,10,min_depth,5,,
3404,2668,2259,9643,SNR,SC,20,10,10,0.025,SOC,7.1,max_depth,20,min_depth,10,,
12859,8779,2259,9643,SNR,SC,40,2,10,0.5,SOC,12.4,max_depth,5,min_depth,0,,
12860,8779,2259,9643,SNR,SC,40,2,10,0.5,SOC,4.7,max_depth,10,min_depth,5,,
12861,8779,2259,9643,SNR,SC,40,2,10,0.5,SOC,5.3,max_depth,20,min_depth,10,,
3444,2682,3781,9813,SNR,D,7,12,,0.013,soil_perC,4.68,max_depth,15,min_depth,0,,
3447,2683,3781,9813,SNR,D,11,16,,0.013,soil_perC,4.06,max_depth,15,min_depth,0,,
3448,2682,3781,9814,SNR,D,7,1,1,,SOC,155.6,max_depth,60,min_depth,0,,
3450,2683,3781,9814,SNR,D,11,1,1,,SOC,232.8,max_depth,60,min_depth,0,,
3488,2718,2145,9835,SNR,F,25,1,4,0.003535,SOC,34.8,max_depth,10,min_depth,0,,
3489,2718,2145,9835,SNR,F,25,1,4,0.003535,SOC,49.1,max_depth,30,min_depth,10,,
13462,9348,2145,9835,SNR,F,35,1,4,0.00628,SOC,36.4,max_depth,10,min_depth,0,,
13463,9348,2145,9835,SNR,F,35,1,4,0.00628,SOC,57.2,max_depth,30,min_depth,10,,
13467,9349,2145,9835,SNR,F,55,1,4,0.00628,SOC,38.4,max_depth,10,min_depth,0,,
13468,9349,2145,9835,SNR,F,55,1,4,0.00628,SOC,46.3,max_depth,30,min_depth,10,,
3509,2725,2112,9892,C,C,0,1,5,,soil_perC,4.69,max_depth,15,min_depth,0,bulk_density,0.86
3512,2725,2112,9892,C,C,0,1,5,,soil_perC,4.41,max_depth,15,min_depth,0,bulk_density,0.96
3510,2725,2112,9892,C,C,0,1,3,,soil_perC,2.31,max_depth,30,min_depth,15,bulk_density,1.06
3513,2725,2112,9892,C,C,0,1,3,,soil_perC,2.34,max_depth,30,min_depth,15,bulk_density,1.08
3511,2725,2112,9892,C,C,0,1,3,,soil_perC,1.88,max_depth,100,min_depth,30,bulk_density,1.06
3514,2725,2112,9892,C,C,0,1,3,,soil_perC,1.33,max_depth,100,min_depth,30,bulk_density,1.15
3515,2726,2112,9892,PA,PA,0,1,5,,soil_perC,6.12,max_depth,15,min_depth,0,bulk_density,0.76
3518,2726,2112,9892,PA,PA,0,1,5,,soil_perC,5.11,max_depth,15,min_depth,0,bulk_density,0.91
3516,2726,2112,9892,PA,PA,0,1,3,,soil_perC,3.3,max_depth,30,min_depth,15,bulk_density,0.93
3519,2726,2112,9892,PA,PA,0,1,3,,soil_perC,2.26,max_depth,30,min_depth,15,bulk_density,1.06
3517,2726,2112,9892,PA,PA,0,1,3,,soil_perC,1.73,max_depth,100,min_depth,30,bulk_density,1.02
3520,2726,2112,9892,PA,PA,0,1,3,,soil_perC,1.84,max_depth,100,min_depth,30,bulk_density,1.07
3521,2727,2112,9892,PA,PA,0,1,5,,soil_perC,5.74,max_depth,15,min_depth,0,bulk_density,0.88
3524,2727,2112,9892,PA,PA,0,1,5,,soil_perC,4.99,max_depth,15,min_depth,0,bulk_density,0.87
3522,2727,2112,9892,PA,PA,0,1,3,,soil_perC,2.37,max_depth,30,min_depth,15,bulk_density,1
3525,2727,2112,9892,PA,PA,0,1,3,,soil_perC,2.64,max_depth,30,min_depth,15,bulk_density,0.89
3523,2727,2112,9892,PA,PA,0,1,3,,soil_perC,1.29,max_depth,100,min_depth,30,bulk_density,1.1
3526,2727,2112,9892,PA,PA,0,1,3,,soil_perC,1.48,max_depth,100,min_depth,30,bulk_density,1.07
3502,2724,2112,9892,SNR,C/PA,7.5,1,5,,soil_perC,4.8,max_depth,15,min_depth,0,bulk_density,1.05
3505,2724,2112,9892,SNR,C/PA,7.5,1,5,,soil_perC,5.84,max_depth,15,min_depth,0,bulk_density,0.85
3503,2724,2112,9892,SNR,C/PA,7.5,1,3,,soil_perC,2.31,max_depth,30,min_depth,15,bulk_density,0.98
3506,2724,2112,9892,SNR,C/PA,7.5,1,3,,soil_perC,2.65,max_depth,30,min_depth,15,bulk_density,0.97
3504,2724,2112,9892,SNR,C/PA,7.5,1,3,,soil_perC,1.65,max_depth,100,min_depth,30,bulk_density,1.01
3507,2724,2112,9892,SNR,C/PA,7.5,1,3,,soil_perC,1.47,max_depth,100,min_depth,30,bulk_density,1.03
3495,2723,2112,9892,SNR,C/PA,17.5,1,5,,soil_perC,9.48,max_depth,15,min_depth,0,bulk_density,0.68
3498,2723,2112,9892,SNR,C/PA,17.5,1,5,,soil_perC,5.5,max_depth,15,min_depth,0,bulk_density,0.78
3496,2723,2112,9892,SNR,C/PA,17.5,1,3,,soil_perC,2.3,max_depth,30,min_depth,15,bulk_density,0.94
3499,2723,2112,9892,SNR,C/PA,17.5,1,3,,soil_perC,2.6,max_depth,30,min_depth,15,bulk_density,0.95
3497,2723,2112,9892,SNR,C/PA,17.5,1,3,,soil_perC,2.2,max_depth,100,min_depth,30,bulk_density,0.84
3500,2723,2112,9892,SNR,C/PA,17.5,1,3,,soil_perC,1.1,max_depth,100,min_depth,30,bulk_density,1.06
3573,2744,3774,9956,SC,SC,0,1,4,,SOC,51,max_depth,40,min_depth,0,,
3580,2744,3774,9956,SC,SC,0,1,4,,SOC,35,max_depth,100,min_depth,40,,
3567,2744,3774,9956,SC,SC,0,1,4,,SOC,33,max_depth,200,min_depth,100,,
3574,2744,3774,9956,SC,SC,0,1,4,,SOC,22,max_depth,300,min_depth,200,,
3581,2744,3774,9956,SC,SC,0,1,4,,SOC,14,max_depth,400,min_depth,300,,
3568,2744,3774,9956,SC,SC,0,1,4,,SOC,10,max_depth,500,min_depth,400,,
3575,2744,3774,9956,SC,SC,0,1,4,,SOC,9,max_depth,600,min_depth,500,,
3582,2745,3774,9956,SC,SC,0,1,16,,SOC,53,max_depth,40,min_depth,0,,
3569,2745,3774,9956,SC,SC,0,1,16,,SOC,29,max_depth,100,min_depth,40,,
3576,2745,3774,9956,SC,SC,0,1,16,,SOC,28,max_depth,200,min_depth,100,,
3583,2745,3774,9956,SC,SC,0,1,16,,SOC,19,max_depth,300,min_depth,200,,
3570,2745,3774,9956,SC,SC,0,1,16,,SOC,14,max_depth,400,min_depth,300,,
3577,2745,3774,9956,SC,SC,0,1,16,,SOC,11,max_depth,500,min_depth,400,,
3584,2745,3774,9956,SC,SC,0,1,16,,SOC,10,max_depth,600,min_depth,500,,
3564,2746,3774,9956,SC,SC,0,1,4,,SOC,55,max_depth,40,min_depth,0,,
3571,2746,3774,9956,SC,SC,0,1,4,,SOC,38,max_depth,100,min_depth,40,,
3578,2746,3774,9956,SC,SC,0,1,4,,SOC,40,max_depth,200,min_depth,100,,
3565,2746,3774,9956,SC,SC,0,1,4,,SOC,20,max_depth,300,min_depth,200,,
3572,2746,3774,9956,SC,SC,0,1,4,,SOC,13,max_depth,400,min_depth,300,,
3579,2746,3774,9956,SC,SC,0,1,4,,SOC,11,max_depth,500,min_depth,400,,
3566,2746,3774,9956,SC,SC,0,1,4,,SOC,8,max_depth,600,min_depth,500,,
3556,2743,3774,9956,SNR,SC,1,1,4,,SOC,40,max_depth,40,min_depth,0,,
3557,2743,3774,9956,SNR,SC,1,1,4,,SOC,31,max_depth,100,min_depth,40,,
3558,2743,3774,9956,SNR,SC,1,1,4,,SOC,28,max_depth,200,min_depth,100,,
3559,2743,3774,9956,SNR,SC,1,1,4,,SOC,18,max_depth,300,min_depth,200,,
3560,2743,3774,9956,SNR,SC,1,1,4,,SOC,13,max_depth,400,min_depth,300,,
3561,2743,3774,9956,SNR,SC,1,1,4,,SOC,11,max_depth,500,min_depth,400,,
3562,2743,3774,9956,SNR,SC,1,1,4,,SOC,9,max_depth,600,min_depth,500,,
3548,2742,3774,9956,SNR,SC,5,1,20,,SOC,45,max_depth,40,min_depth,0,,
3549,2742,3774,9956,SNR,SC,5,1,20,,SOC,33,max_depth,100,min_depth,40,,
3550,2742,3774,9956,SNR,SC,5,1,20,,SOC,37,max_depth,200,min_depth,100,,
3551,2742,3774,9956,SNR,SC,5,1,20,,SOC,22,max_depth,300,min_depth,200,,
3552,2742,3774,9956,SNR,SC,5,1,20,,SOC,13,max_depth,400,min_depth,300,,
3553,2742,3774,9956,SNR,SC,5,1,20,,SOC,10,max_depth,500,min_depth,400,,
3554,2742,3774,9956,SNR,SC,5,1,20,,SOC,8,max_depth,600,min_depth,500,,
3540,2741,3774,9956,SNR,SC,12,1,4,,SOC,44,max_depth,40,min_depth,0,,
3541,2741,3774,9956,SNR,SC,12,1,4,,SOC,35,max_depth,100,min_depth,40,,
3542,2741,3774,9956,SNR,SC,12,1,4,,SOC,30,max_depth,200,min_depth,100,,
3543,2741,3774,9956,SNR,SC,12,1,4,,SOC,21,max_depth,300,min_depth,200,,
3544,2741,3774,9956,SNR,SC,12,1,4,,SOC,15,max_depth,400,min_depth,300,,
3545,2741,3774,9956,SNR,SC,12,1,4,,SOC,11,max_depth,500,min_depth,400,,
3546,2741,3774,9956,SNR,SC,12,1,4,,SOC,10,max_depth,600,min_depth,500,,
13471,9350,3774,9956,SNR,H,40,1,4,,SOC,50,max_depth,40,min_depth,0,,
13472,9350,3774,9956,SNR,H,40,1,4,,SOC,35,max_depth,100,min_depth,40,,
13473,9350,3774,9956,SNR,H,40,1,4,,SOC,35,max_depth,200,min_depth,100,,
13474,9350,3774,9956,SNR,H,40,1,4,,SOC,25,max_depth,300,min_depth,200,,
13475,9350,3774,9956,SNR,H,40,1,4,,SOC,19,max_depth,400,min_depth,300,,
13476,9350,3774,9956,SNR,H,40,1,4,,SOC,11,max_depth,500,min_depth,400,,
13477,9350,3774,9956,SNR,H,40,1,4,,SOC,9,max_depth,600,min_depth,500,,
3589,9395,2261,10007,SNR,C,4,1,4,0.3,SOC,13,max_depth,2.5,min_depth,0,,
3590,9395,2261,10007,SNR,C,4,1,4,0.3,SOC,34,max_depth,10,min_depth,2.5,,
3591,9395,2261,10007,SNR,C,4,1,4,0.3,SOC,69,max_depth,30,min_depth,10,,
3592,9395,2261,10007,SNR,C,4,1,4,0.3,SOC,45,max_depth,50,min_depth,30,,
3593,9395,2261,10007,SNR,C,4,1,4,0.3,SOC,109,max_depth,100,min_depth,50,,
3603,2747,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,14,max_depth,2.5,min_depth,0,,
3604,2747,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,35,max_depth,10,min_depth,2.5,,
3605,2747,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,71,max_depth,30,min_depth,10,,
3606,2747,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,47,max_depth,50,min_depth,30,,
3607,2747,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,75,max_depth,100,min_depth,50,,
3596,9396,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,10,max_depth,2.5,min_depth,0,,
3597,9396,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,25,max_depth,10,min_depth,2.5,,
3598,9396,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,36,max_depth,30,min_depth,10,,
3599,9396,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,21,max_depth,50,min_depth,30,,
3600,9396,2261,10007,SNR,C/PA,8,1,4,0.3,SOC,48,max_depth,100,min_depth,50,,
3612,2749,2261,10007,SNR,C,16,1,4,0.3,SOC,12,max_depth,2.5,min_depth,0,,
3613,2749,2261,10007,SNR,C,16,1,4,0.3,SOC,23,max_depth,10,min_depth,2.5,,
3614,2749,2261,10007,SNR,C,16,1,4,0.3,SOC,56,max_depth,30,min_depth,10,,
3615,2749,2261,10007,SNR,C,16,1,4,0.3,SOC,42,max_depth,50,min_depth,30,,
3616,2749,2261,10007,SNR,C,16,1,4,0.3,SOC,78,max_depth,100,min_depth,50,,
3619,2750,2261,10007,SNR,C,20,1,4,0.3,SOC,12,max_depth,2.5,min_depth,0,,
3620,2750,2261,10007,SNR,C,20,1,4,0.3,SOC,28,max_depth,10,min_depth,2.5,,
3621,2750,2261,10007,SNR,C,20,1,4,0.3,SOC,62,max_depth,30,min_depth,10,,
3622,2750,2261,10007,SNR,C,20,1,4,0.3,SOC,48,max_depth,50,min_depth,30,,
3623,2750,2261,10007,SNR,C,20,1,4,0.3,SOC,97,max_depth,100,min_depth,50,,
3626,2751,2261,10007,SNR,C,20,1,4,0.3,SOC,12,max_depth,2.5,min_depth,0,,
3627,2751,2261,10007,SNR,C,20,1,4,0.3,SOC,22,max_depth,10,min_depth,2.5,,
3628,2751,2261,10007,SNR,C,20,1,4,0.3,SOC,53,max_depth,30,min_depth,10,,
3629,2751,2261,10007,SNR,C,20,1,4,0.3,SOC,40,max_depth,50,min_depth,30,,
3630,2751,2261,10007,SNR,C,20,1,4,0.3,SOC,58,max_depth,100,min_depth,50,,
3633,2752,2261,10007,SNR,C,26,1,4,0.3,SOC,9.2,max_depth,2.5,min_depth,0,,
3634,2752,2261,10007,SNR,C,26,1,4,0.3,SOC,19,max_depth,10,min_depth,2.5,,
3635,2752,2261,10007,SNR,C,26,1,4,0.3,SOC,54,max_depth,30,min_depth,10,,
3636,2752,2261,10007,SNR,C,26,1,4,0.3,SOC,38,max_depth,50,min_depth,30,,
3637,2752,2261,10007,SNR,C,26,1,4,0.3,SOC,38,max_depth,100,min_depth,50,,
3640,2753,2261,10007,SNR,C,30,1,4,0.3,SOC,16,max_depth,2.5,min_depth,0,,
3641,2753,2261,10007,SNR,C,30,1,4,0.3,SOC,30,max_depth,10,min_depth,2.5,,
3642,2753,2261,10007,SNR,C,30,1,4,0.3,SOC,71,max_depth,30,min_depth,10,,
3643,2753,2261,10007,SNR,C,30,1,4,0.3,SOC,36,max_depth,50,min_depth,30,,
3644,2753,2261,10007,SNR,C,30,1,4,0.3,SOC,52,max_depth,100,min_depth,50,,
3646,2754,286,10030,PA,PA,0,1,3,0.025,SOC,22,max_depth,10,min_depth,0,,
3647,2754,286,10030,PA,PA,0,1,3,0.025,SOC,78,max_depth,100,min_depth,10,,
3648,2754,286,10030,PA,PA,0,1,3,0.025,SOC,73,max_depth,300,min_depth,100,,
3649,2754,286,10030,PA,PA,0,1,3,0.025,SOC,51,max_depth,500,min_depth,300,,
3650,2754,286,10030,PA,PA,0,1,3,0.025,SOC,76,max_depth,800,min_depth,500,,
3652,2755,286,10030,PA,PA,0,1,3,0.025,SOC,23,max_depth,10,min_depth,0,,
3653,2755,286,10030,PA,PA,0,1,3,0.025,SOC,84,max_depth,100,min_depth,10,,
3654,2755,286,10030,PA,PA,0,1,3,0.025,SOC,70,max_depth,300,min_depth,100,,
3655,2755,286,10030,PA,PA,0,1,3,0.025,SOC,45,max_depth,500,min_depth,300,,
3656,2755,286,10030,PA,PA,0,1,3,0.025,SOC,61,max_depth,800,min_depth,500,,
3658,2756,286,10030,SNR,PA,23,1,3,0.025,SOC,25,max_depth,10,min_depth,0,,
3659,2756,286,10030,SNR,PA,23,1,3,0.025,SOC,78,max_depth,100,min_depth,10,,
3660,2756,286,10030,SNR,PA,23,1,3,0.025,SOC,73,max_depth,300,min_depth,100,,
3661,2756,286,10030,SNR,PA,23,1,3,0.025,SOC,51,max_depth,500,min_depth,300,,
3662,2756,286,10030,SNR,PA,23,1,3,0.025,SOC,64,max_depth,800,min_depth,500,,
3686,7158,2113,10323,SNR,PA,16,1,12,0.15,soil_perC,3.53,max_depth,30,min_depth,0,bulk_density,0.75
3687,7159,2113,10323,SNR,PA,16,1,12,0.15,soil_perC,3.78,max_depth,30,min_depth,0,bulk_density,0.68
3688,7160,2113,10323,SNR,PA,18,1,12,0.15,soil_perC,5.69,max_depth,30,min_depth,0,bulk_density,0.67
3700,2774,2257,10508,PA,PA,0,,20,,soil_perC,2.24,max_depth,10,min_depth,0,bulk_density,1.3
3701,2774,2257,10508,PA,PA,0,,20,,soil_perC,0.66,max_depth,20,min_depth,10,bulk_density,1.3
3702,2775,2257,10508,C,C,0,,20,,soil_perC,0.95,max_depth,10,min_depth,0,bulk_density,1.53
3703,2775,2257,10508,C,C,0,,20,,soil_perC,0.65,max_depth,20,min_depth,10,bulk_density,1.53
3704,2776,2257,10508,C,SC,0,,20,,soil_perC,0.83,max_depth,10,min_depth,0,bulk_density,1.55
3705,2776,2257,10508,C,SC,0,,20,,soil_perC,0.61,max_depth,20,min_depth,10,bulk_density,1.55
3706,2777,2257,10508,C,SC,0,,20,,soil_perC,0.57,max_depth,10,min_depth,0,bulk_density,1.62
3707,2777,2257,10508,C,SC,0,,20,,soil_perC,0.46,max_depth,20,min_depth,10,bulk_density,1.62
3708,2778,2257,10508,C,SC,0,,20,,soil_perC,1.01,max_depth,10,min_depth,0,bulk_density,1.56
3709,2778,2257,10508,C,SC,0,,20,,soil_perC,0.58,max_depth,20,min_depth,10,bulk_density,1.56
3695,2772,2257,10508,SNR,SC,12.5,,,,soil_perC,1.74,max_depth,15,min_depth,0,bulk_density,1
3696,2773,2257,10508,SNR,SC,15,3,20,0.01,soil_perC,1.88,max_depth,10,min_depth,0,bulk_density,1.02
3697,2773,2257,10508,SNR,SC,15,3,20,0.01,soil_perC,0.58,max_depth,20,min_depth,10,bulk_density,1.02
3711,2780,3705,10570,SNR,,25,1,2,0.00201,soil_perC,2.25,max_depth,5,min_depth,0,,
3712,2781,3705,10570,SNR,,25,1,2,0.00201,soil_perC,1.68,max_depth,15,min_depth,5,,
3713,2782,3705,10570,SNR,,25,1,2,0.00201,soil_perC,1.03,max_depth,30,min_depth,15,,
3714,2783,3705,10570,SNR,,25,1,2,0.00201,soil_perC,0.78,max_depth,60,min_depth,30,,
3804,2818,2413,10823,SNR,H,0,3,4,0.1,soil_perC,7.2,max_depth,10,min_depth,0,,
3806,2819,2413,10823,SNR,H,0,3,4,0.1,soil_perC,12.4,max_depth,10,min_depth,0,,
3808,2820,2413,10823,SNR,H,4,3,4,0.1,soil_perC,7.4,max_depth,10,min_depth,0,,
3810,2821,2413,10823,SNR,H,4,3,4,0.1,soil_perC,12,max_depth,10,min_depth,0,,
3812,2822,2413,10823,SNR,H,8,3,4,0.1,soil_perC,9.7,max_depth,10,min_depth,0,,
3814,2823,2413,10823,SNR,H,8,3,4,0.1,soil_perC,12.9,max_depth,10,min_depth,0,,
3816,2824,2413,10823,SNR,H,12,3,4,0.1,soil_perC,9,max_depth,10,min_depth,0,,
3818,2825,2413,10823,SNR,H,12,3,4,0.1,soil_perC,10,max_depth,10,min_depth,0,,
3820,2826,2413,10823,SNR,H,18,2,4,0.1,soil_perC,7.7,max_depth,10,min_depth,0,,
3822,2828,2081,10854,SNR,C,12,1,5,0.000663661,soil_perC,0.6,max_depth,15,min_depth,0,bulk_density,1.5
3823,2829,2081,10854,SNR,C,32,1,5,0.000663661,soil_perC,0.68,max_depth,15,min_depth,0,bulk_density,1.48
13486,9352,2081,10854,SNR,C,37,1,5,0.000663661,soil_perC,0.93,max_depth,15,min_depth,0,bulk_density,1.4
13487,9353,2081,10854,SNR,C,55,1,5,0.000663661,soil_perC,1.09,max_depth,15,min_depth,0,bulk_density,1.29
13488,9354,2081,10854,SNR,C,62,1,5,0.000663661,soil_perC,1.66,max_depth,15,min_depth,0,bulk_density,1.26
3824,2830,100,10860,SNR,,12,1,3,0.15,SOM_per,4.86,max_depth,10,min_depth,0,bulk_density,0.54
3825,2830,100,10860,SNR,,12,1,3,0.15,SOM_per,0.61,max_depth,50,min_depth,10,bulk_density,0.6
3826,2830,100,10860,SNR,,12,1,3,0.15,SOM_per,0.22,max_depth,90,min_depth,50,bulk_density,0.76
3833,2831,3817,10887,SNR,C,12,4,,0.04,SOM_per,4.6,max_depth,15,min_depth,0,bulk_density,0.85
3834,2831,3817,10887,SNR,C,12,4,,0.04,SOM_per,2,max_depth,30,min_depth,15,bulk_density,0.84
3895,378,59,10940,SNR,SC,7,1,1,0.05,soil_perC,4.88,max_depth,3,min_depth,0,,
3896,378,59,10940,SNR,SC,7,1,1,0.05,soil_perC,0.79,max_depth,40,min_depth,3,,
3897,378,59,10940,SNR,SC,7,1,1,0.05,soil_perC,0.22,max_depth,72,min_depth,40,,
3898,378,59,10940,SNR,SC,7,1,1,0.05,soil_perC,0.41,max_depth,95,min_depth,72,,
3900,379,59,10940,SNR,SC,11,1,1,0.05,soil_perC,6.56,max_depth,3,min_depth,0,,
3901,379,59,10940,SNR,SC,11,1,1,0.05,soil_perC,1.23,max_depth,35,min_depth,3,,
3902,379,59,10940,SNR,SC,11,1,1,0.05,soil_perC,0.43,max_depth,55,min_depth,35,,
3903,379,59,10940,SNR,SC,11,1,1,0.05,soil_perC,0.4,max_depth,100,min_depth,55,,
3905,380,59,10940,SNR,SC,18,1,1,0.04,soil_perC,4.17,max_depth,5,min_depth,0,,
3906,380,59,10940,SNR,SC,18,1,1,0.04,soil_perC,1.04,max_depth,35,min_depth,5,,
3907,380,59,10940,SNR,SC,18,1,1,0.04,soil_perC,0.29,max_depth,80,min_depth,35,,
3909,381,59,10940,SNR,SC,30,1,1,0.05,soil_perC,1.7,max_depth,25,min_depth,0,,
3910,381,59,10940,SNR,SC,30,1,1,0.05,soil_perC,0.33,max_depth,70,min_depth,25,,
4337,3238,140,10949,SNR,SC,11,1,3,0.1,soil_perC,2.06,max_depth,10,min_depth,0,bulk_density,0.85
4338,3239,140,10949,SNR,SC,24,1,3,0.1,soil_perC,2.35,max_depth,10,min_depth,0,bulk_density,0.779
4339,3240,140,10949,SNR,SC,40,1,3,0.1,soil_perC,2.49,max_depth,10,min_depth,0,bulk_density,0.78
4381,1188,274,10968,SNR,SC,5,1,20,0.09,SOM_per,3.6,max_depth,10,min_depth,0,bulk_density,1.11
4539,3295,13912,10972,SNR,PA,0.5,1,20,0.25,SOC,36.9,max_depth,10,min_depth,0,,
4540,3295,13912,10972,SNR,PA,0.5,1,20,0.25,SOC,30.8,max_depth,20,min_depth,10,,
4541,3295,13912,10972,SNR,PA,0.5,1,20,0.25,SOC,19.7,max_depth,30,min_depth,20,,
4542,3295,13912,10972,SNR,PA,0.5,1,20,0.25,SOC,22.5,max_depth,50,min_depth,30,,
4543,3295,13912,10972,SNR,PA,0.5,1,20,0.25,SOC,32.4,max_depth,100,min_depth,50,,
4811,3329,13946,10972,SNR,PA,0.5,1,20,0.25,SOC,29.3,max_depth,10,min_depth,0,,
4812,3329,13946,10972,SNR,PA,0.5,1,20,0.25,SOC,31.4,max_depth,20,min_depth,10,,
4813,3329,13946,10972,SNR,PA,0.5,1,20,0.25,SOC,27.1,max_depth,30,min_depth,20,,
4814,3329,13946,10972,SNR,PA,0.5,1,20,0.25,SOC,57.3,max_depth,50,min_depth,30,,
4815,3329,13946,10972,SNR,PA,0.5,1,20,0.25,SOC,94.1,max_depth,100,min_depth,50,,
4723,3318,13935,10972,SNR,PA,1,1,20,0.25,SOC,32.9,max_depth,10,min_depth,0,,
4724,3318,13935,10972,SNR,PA,1,1,20,0.25,SOC,33.4,max_depth,20,min_depth,10,,
4725,3318,13935,10972,SNR,PA,1,1,20,0.25,SOC,25.8,max_depth,30,min_depth,20,,
4726,3318,13935,10972,SNR,PA,1,1,20,0.25,SOC,37.2,max_depth,50,min_depth,30,,
4727,3318,13935,10972,SNR,PA,1,1,20,0.25,SOC,68,max_depth,100,min_depth,50,,
4731,3319,13936,10972,SNR,PA,1,1,20,0.25,SOC,19.1,max_depth,10,min_depth,0,,
4732,3319,13936,10972,SNR,PA,1,1,20,0.25,SOC,22.3,max_depth,20,min_depth,10,,
4733,3319,13936,10972,SNR,PA,1,1,20,0.25,SOC,15.1,max_depth,30,min_depth,20,,
4734,3319,13936,10972,SNR,PA,1,1,20,0.25,SOC,28,max_depth,50,min_depth,30,,
4735,3319,13936,10972,SNR,PA,1,1,20,0.25,SOC,34,max_depth,100,min_depth,50,,
4619,3305,13922,10972,SNR,PA,2,1,20,0.25,SOC,26.8,max_depth,10,min_depth,0,,
4620,3305,13922,10972,SNR,PA,2,1,20,0.25,SOC,26.3,max_depth,20,min_depth,10,,
4621,3305,13922,10972,SNR,PA,2,1,20,0.25,SOC,24.3,max_depth,30,min_depth,20,,
4622,3305,13922,10972,SNR,PA,2,1,20,0.25,SOC,41.9,max_depth,50,min_depth,30,,
4623,3305,13922,10972,SNR,PA,2,1,20,0.25,SOC,72.1,max_depth,100,min_depth,50,,
4659,3310,13927,10972,SNR,PA,3,1,20,0.25,SOC,44.2,max_depth,10,min_depth,0,,
4660,3310,13927,10972,SNR,PA,3,1,20,0.25,SOC,33,max_depth,20,min_depth,10,,
4661,3310,13927,10972,SNR,PA,3,1,20,0.25,SOC,26.9,max_depth,30,min_depth,20,,
4662,3310,13927,10972,SNR,PA,3,1,20,0.25,SOC,38.1,max_depth,50,min_depth,30,,
4663,3310,13927,10972,SNR,PA,3,1,20,0.25,SOC,69.3,max_depth,100,min_depth,50,,
4739,3320,13937,10972,SNR,PA,3,1,20,0.25,SOC,33.1,max_depth,10,min_depth,0,,
4740,3320,13937,10972,SNR,PA,3,1,20,0.25,SOC,32.5,max_depth,20,min_depth,10,,
4741,3320,13937,10972,SNR,PA,3,1,20,0.25,SOC,24.5,max_depth,30,min_depth,20,,
4742,3320,13937,10972,SNR,PA,3,1,20,0.25,SOC,32.3,max_depth,50,min_depth,30,,
4743,3320,13937,10972,SNR,PA,3,1,20,0.25,SOC,58,max_depth,100,min_depth,50,,
4627,3306,13923,10972,SNR,PA,6,1,20,0.25,SOC,21.6,max_depth,10,min_depth,0,,
4628,3306,13923,10972,SNR,PA,6,1,20,0.25,SOC,21.2,max_depth,20,min_depth,10,,
4629,3306,13923,10972,SNR,PA,6,1,20,0.25,SOC,16.4,max_depth,30,min_depth,20,,
4630,3306,13923,10972,SNR,PA,6,1,20,0.25,SOC,23.8,max_depth,50,min_depth,30,,
4631,3306,13923,10972,SNR,PA,6,1,20,0.25,SOC,30.9,max_depth,100,min_depth,50,,
4667,3311,13928,10972,SNR,PA,6,1,20,0.25,SOC,37.7,max_depth,10,min_depth,0,,
4668,3311,13928,10972,SNR,PA,6,1,20,0.25,SOC,29.1,max_depth,20,min_depth,10,,
4669,3311,13928,10972,SNR,PA,6,1,20,0.25,SOC,23.5,max_depth,30,min_depth,20,,
4670,3311,13928,10972,SNR,PA,6,1,20,0.25,SOC,31.7,max_depth,50,min_depth,30,,
4671,3311,13928,10972,SNR,PA,6,1,20,0.25,SOC,48,max_depth,100,min_depth,50,,
