measurement.id,plot.id,site.id,study.id,refor.type,prior,stand.age,n,sub_n,plot.size,variables.name,mean_ha,covar_1,coV1_value,covar_2,coV2_value,covar_3,coV3_value
4747,3321,13938,10972,SNR,PA,6.5,1,20,0.25,SOC,21.7,max_depth,10,min_depth,0,,
4748,3321,13938,10972,SNR,PA,6.5,1,20,0.25,SOC,24.1,max_depth,20,min_depth,10,,
4749,3321,13938,10972,SNR,PA,6.5,1,20,0.25,SOC,14.6,max_depth,30,min_depth,20,,
4750,3321,13938,10972,SNR,PA,6.5,1,20,0.25,SOC,28.7,max_depth,50,min_depth,30,,
4751,3321,13938,10972,SNR,PA,6.5,1,20,0.25,SOC,35.5,max_depth,100,min_depth,50,,
4547,3296,13913,10972,SNR,PA,7,1,20,0.25,SOC,13.8,max_depth,10,min_depth,0,,
4548,3296,13913,10972,SNR,PA,7,1,20,0.25,SOC,14.3,max_depth,20,min_depth,10,,
4549,3296,13913,10972,SNR,PA,7,1,20,0.25,SOC,10.2,max_depth,30,min_depth,20,,
4550,3296,13913,10972,SNR,PA,7,1,20,0.25,SOC,11.8,max_depth,50,min_depth,30,,
4551,3296,13913,10972,SNR,PA,7,1,20,0.25,SOC,14.8,max_depth,100,min_depth,50,,
4555,3297,13914,10972,SNR,PA,7,1,20,0.25,SOC,43.2,max_depth,10,min_depth,0,,
4556,3297,13914,10972,SNR,PA,7,1,20,0.25,SOC,39.5,max_depth,20,min_depth,10,,
4557,3297,13914,10972,SNR,PA,7,1,20,0.25,SOC,26.1,max_depth,30,min_depth,20,,
4558,3297,13914,10972,SNR,PA,7,1,20,0.25,SOC,34.4,max_depth,50,min_depth,30,,
4559,3297,13914,10972,SNR,PA,7,1,20,0.25,SOC,63.1,max_depth,100,min_depth,50,,
4459,3284,13901,10972,SNR,PA,9,1,20,0.25,SOC,26.4,max_depth,10,min_depth,0,,
4460,3284,13901,10972,SNR,PA,9,1,20,0.25,SOC,18.1,max_depth,20,min_depth,10,,
4461,3284,13901,10972,SNR,PA,9,1,20,0.25,SOC,13.1,max_depth,30,min_depth,20,,
4462,3284,13901,10972,SNR,PA,9,1,20,0.25,SOC,17.2,max_depth,50,min_depth,30,,
4463,3284,13901,10972,SNR,PA,9,1,20,0.25,SOC,42.3,max_depth,100,min_depth,50,,
4563,3298,13915,10972,SNR,PA,9,1,20,0.25,SOC,20.1,max_depth,10,min_depth,0,,
4564,3298,13915,10972,SNR,PA,9,1,20,0.25,SOC,20.4,max_depth,20,min_depth,10,,
4565,3298,13915,10972,SNR,PA,9,1,20,0.25,SOC,16,max_depth,30,min_depth,20,,
4566,3298,13915,10972,SNR,PA,9,1,20,0.25,SOC,18.8,max_depth,50,min_depth,30,,
4567,3298,13915,10972,SNR,PA,9,1,20,0.25,SOC,20.4,max_depth,100,min_depth,50,,
4755,3322,13939,10972,SNR,PA,9,1,20,0.25,SOC,39.1,max_depth,10,min_depth,0,,
4756,3322,13939,10972,SNR,PA,9,1,20,0.25,SOC,36.1,max_depth,20,min_depth,10,,
4757,3322,13939,10972,SNR,PA,9,1,20,0.25,SOC,29.2,max_depth,30,min_depth,20,,
4758,3322,13939,10972,SNR,PA,9,1,20,0.25,SOC,38.5,max_depth,50,min_depth,30,,
4759,3322,13939,10972,SNR,PA,9,1,20,0.25,SOC,65.9,max_depth,100,min_depth,50,,
4467,3285,13902,10972,SNR,PA,10,1,20,0.25,SOC,27.3,max_depth,10,min_depth,0,,
4468,3285,13902,10972,SNR,PA,10,1,20,0.25,SOC,23.1,max_depth,20,min_depth,10,,
4469,3285,13902,10972,SNR,PA,10,1,20,0.25,SOC,18,max_depth,30,min_depth,20,,
4470,3285,13902,10972,SNR,PA,10,1,20,0.25,SOC,19.3,max_depth,50,min_depth,30,,
4475,3286,13903,10972,SNR,PA,10,1,20,0.25,SOC,28.7,max_depth,10,min_depth,0,,
4476,3286,13903,10972,SNR,PA,10,1,20,0.25,SOC,25.4,max_depth,20,min_depth,10,,
4477,3286,13903,10972,SNR,PA,10,1,20,0.25,SOC,16.1,max_depth,30,min_depth,20,,
4635,3307,13924,10972,SNR,PA,10,1,20,0.25,SOC,19.9,max_depth,10,min_depth,0,,
4636,3307,13924,10972,SNR,PA,10,1,20,0.25,SOC,19.9,max_depth,20,min_depth,10,,
4637,3307,13924,10972,SNR,PA,10,1,20,0.25,SOC,14.4,max_depth,30,min_depth,20,,
4638,3307,13924,10972,SNR,PA,10,1,20,0.25,SOC,19.9,max_depth,50,min_depth,30,,
4639,3307,13924,10972,SNR,PA,10,1,20,0.25,SOC,24.4,max_depth,100,min_depth,50,,
4675,3312,13929,10972,SNR,PA,10,1,20,0.25,SOC,54.7,max_depth,10,min_depth,0,,
4676,3312,13929,10972,SNR,PA,10,1,20,0.25,SOC,38.6,max_depth,20,min_depth,10,,
4677,3312,13929,10972,SNR,PA,10,1,20,0.25,SOC,27.2,max_depth,30,min_depth,20,,
4678,3312,13929,10972,SNR,PA,10,1,20,0.25,SOC,33.8,max_depth,50,min_depth,30,,
4679,3312,13929,10972,SNR,PA,10,1,20,0.25,SOC,62,max_depth,100,min_depth,50,,
4819,3330,13947,10972,SNR,PA,10,1,20,0.25,SOC,43.2,max_depth,10,min_depth,0,,
4820,3330,13947,10972,SNR,PA,10,1,20,0.25,SOC,40.2,max_depth,20,min_depth,10,,
4821,3330,13947,10972,SNR,PA,10,1,20,0.25,SOC,37.3,max_depth,30,min_depth,20,,
4822,3330,13947,10972,SNR,PA,10,1,20,0.25,SOC,63.4,max_depth,50,min_depth,30,,
4823,3330,13947,10972,SNR,PA,10,1,20,0.25,SOC,94.2,max_depth,100,min_depth,50,,
4571,3299,13916,10972,SNR,PA,13,1,20,0.25,SOC,35.8,max_depth,10,min_depth,0,,
4572,3299,13916,10972,SNR,PA,13,1,20,0.25,SOC,32.4,max_depth,20,min_depth,10,,
4573,3299,13916,10972,SNR,PA,13,1,20,0.25,SOC,22.9,max_depth,30,min_depth,20,,
4574,3299,13916,10972,SNR,PA,13,1,20,0.25,SOC,27.3,max_depth,50,min_depth,30,,
4575,3299,13916,10972,SNR,PA,13,1,20,0.25,SOC,50.8,max_depth,100,min_depth,50,,
4483,3287,13904,10972,SNR,PA,14,1,20,0.25,SOC,36.7,max_depth,10,min_depth,0,,
4484,3287,13904,10972,SNR,PA,14,1,20,0.25,SOC,30.9,max_depth,20,min_depth,10,,
4485,3287,13904,10972,SNR,PA,14,1,20,0.25,SOC,23,max_depth,30,min_depth,20,,
4486,3287,13904,10972,SNR,PA,14,1,20,0.25,SOC,35.1,max_depth,50,min_depth,30,,
4487,3287,13904,10972,SNR,PA,14,1,20,0.25,SOC,64.7,max_depth,100,min_depth,50,,
4643,3308,13925,10972,SNR,PA,15,1,20,0.25,SOC,13.6,max_depth,10,min_depth,0,,
4644,3308,13925,10972,SNR,PA,15,1,20,0.25,SOC,14.1,max_depth,20,min_depth,10,,
4645,3308,13925,10972,SNR,PA,15,1,20,0.25,SOC,12.8,max_depth,30,min_depth,20,,
4646,3308,13925,10972,SNR,PA,15,1,20,0.25,SOC,14.3,max_depth,50,min_depth,30,,
4647,3308,13925,10972,SNR,PA,15,1,20,0.25,SOC,33.9,max_depth,100,min_depth,50,,
4683,3313,13930,10972,SNR,PA,15,1,20,0.25,SOC,34.4,max_depth,10,min_depth,0,,
4684,3313,13930,10972,SNR,PA,15,1,20,0.25,SOC,26.3,max_depth,20,min_depth,10,,
4685,3313,13930,10972,SNR,PA,15,1,20,0.25,SOC,20.7,max_depth,30,min_depth,20,,
4686,3313,13930,10972,SNR,PA,15,1,20,0.25,SOC,29.8,max_depth,50,min_depth,30,,
4687,3313,13930,10972,SNR,PA,15,1,20,0.25,SOC,55.9,max_depth,100,min_depth,50,,
4827,3331,13948,10972,SNR,PA,15,1,20,0.25,SOC,52,max_depth,10,min_depth,0,,
4828,3331,13948,10972,SNR,PA,15,1,20,0.25,SOC,37.2,max_depth,20,min_depth,10,,
4829,3331,13948,10972,SNR,PA,15,1,20,0.25,SOC,31.6,max_depth,30,min_depth,20,,
4830,3331,13948,10972,SNR,PA,15,1,20,0.25,SOC,47.9,max_depth,50,min_depth,30,,
4831,3331,13948,10972,SNR,PA,15,1,20,0.25,SOC,95.7,max_depth,100,min_depth,50,,
4491,3289,13906,10972,SNR,PA,16,1,20,0.25,SOC,41.2,max_depth,10,min_depth,0,,
4492,3289,13906,10972,SNR,PA,16,1,20,0.25,SOC,33.5,max_depth,20,min_depth,10,,
4493,3289,13906,10972,SNR,PA,16,1,20,0.25,SOC,25.6,max_depth,30,min_depth,20,,
4494,3289,13906,10972,SNR,PA,16,1,20,0.25,SOC,38,max_depth,50,min_depth,30,,
4495,3289,13906,10972,SNR,PA,16,1,20,0.25,SOC,70.3,max_depth,100,min_depth,50,,
4579,3300,13917,10972,SNR,PA,16,1,20,0.25,SOC,34.5,max_depth,10,min_depth,0,,
4580,3300,13917,10972,SNR,PA,16,1,20,0.25,SOC,32.2,max_depth,20,min_depth,10,,
4581,3300,13917,10972,SNR,PA,16,1,20,0.25,SOC,32,max_depth,30,min_depth,20,,
4582,3300,13917,10972,SNR,PA,16,1,20,0.25,SOC,52.7,max_depth,50,min_depth,30,,
4499,3290,13907,10972,SNR,PA,17,1,20,0.25,SOC,25.9,max_depth,10,min_depth,0,,
4500,3290,13907,10972,SNR,PA,17,1,20,0.25,SOC,20.5,max_depth,20,min_depth,10,,
4501,3290,13907,10972,SNR,PA,17,1,20,0.25,SOC,10.2,max_depth,30,min_depth,20,,
4502,3290,13907,10972,SNR,PA,17,1,20,0.25,SOC,21.2,max_depth,50,min_depth,30,,
4763,3323,13940,10972,SNR,PA,18,1,20,0.25,SOC,41.2,max_depth,10,min_depth,0,,
4764,3323,13940,10972,SNR,PA,18,1,20,0.25,SOC,35.6,max_depth,20,min_depth,10,,
4765,3323,13940,10972,SNR,PA,18,1,20,0.25,SOC,26.5,max_depth,30,min_depth,20,,
4766,3323,13940,10972,SNR,PA,18,1,20,0.25,SOC,39.9,max_depth,50,min_depth,30,,
4767,3323,13940,10972,SNR,PA,18,1,20,0.25,SOC,60.6,max_depth,100,min_depth,50,,
4835,3332,13949,10972,SNR,PA,19,1,20,0.25,SOC,49.5,max_depth,10,min_depth,0,,
4836,3332,13949,10972,SNR,PA,19,1,20,0.25,SOC,32.9,max_depth,20,min_depth,10,,
4837,3332,13949,10972,SNR,PA,19,1,20,0.25,SOC,28.8,max_depth,30,min_depth,20,,
4838,3332,13949,10972,SNR,PA,19,1,20,0.25,SOC,61.8,max_depth,50,min_depth,30,,
4839,3332,13949,10972,SNR,PA,19,1,20,0.25,SOC,114.4,max_depth,100,min_depth,50,,
4587,3301,13918,10972,SNR,PA,20,1,20,0.25,SOC,33.8,max_depth,10,min_depth,0,,
4588,3301,13918,10972,SNR,PA,20,1,20,0.25,SOC,31.1,max_depth,20,min_depth,10,,
4589,3301,13918,10972,SNR,PA,20,1,20,0.25,SOC,23.2,max_depth,30,min_depth,20,,
4590,3301,13918,10972,SNR,PA,20,1,20,0.25,SOC,29.7,max_depth,50,min_depth,30,,
4591,3301,13918,10972,SNR,PA,20,1,20,0.25,SOC,44.2,max_depth,100,min_depth,50,,
4771,3324,13941,10972,SNR,PA,20,1,20,0.25,SOC,19.2,max_depth,10,min_depth,0,,
4772,3324,13941,10972,SNR,PA,20,1,20,0.25,SOC,21.2,max_depth,20,min_depth,10,,
4773,3324,13941,10972,SNR,PA,20,1,20,0.25,SOC,12.2,max_depth,30,min_depth,20,,
4774,3324,13941,10972,SNR,PA,20,1,20,0.25,SOC,21,max_depth,50,min_depth,30,,
4775,3324,13941,10972,SNR,PA,20,1,20,0.25,SOC,25.4,max_depth,100,min_depth,50,,
4843,3333,13950,10972,SNR,PA,20,1,20,0.25,SOC,46.4,max_depth,10,min_depth,0,,
4844,3333,13950,10972,SNR,PA,20,1,20,0.25,SOC,38.7,max_depth,20,min_depth,10,,
4845,3333,13950,10972,SNR,PA,20,1,20,0.25,SOC,37.8,max_depth,30,min_depth,20,,
4846,3333,13950,10972,SNR,PA,20,1,20,0.25,SOC,60.3,max_depth,50,min_depth,30,,
4847,3333,13950,10972,SNR,PA,20,1,20,0.25,SOC,74.8,max_depth,100,min_depth,50,,
4851,3334,13951,10972,SNR,PA,20,1,20,0.25,SOC,52.9,max_depth,10,min_depth,0,,
4852,3334,13951,10972,SNR,PA,20,1,20,0.25,SOC,39.8,max_depth,20,min_depth,10,,
4853,3334,13951,10972,SNR,PA,20,1,20,0.25,SOC,33.4,max_depth,30,min_depth,20,,
4854,3334,13951,10972,SNR,PA,20,1,20,0.25,SOC,48.4,max_depth,50,min_depth,30,,
4855,3334,13951,10972,SNR,PA,20,1,20,0.25,SOC,99,max_depth,100,min_depth,50,,
4691,3314,13931,10972,SNR,PA,21,1,20,0.25,SOC,39.2,max_depth,10,min_depth,0,,
4692,3314,13931,10972,SNR,PA,21,1,20,0.25,SOC,26.7,max_depth,20,min_depth,10,,
4693,3314,13931,10972,SNR,PA,21,1,20,0.25,SOC,22.2,max_depth,30,min_depth,20,,
4694,3314,13931,10972,SNR,PA,21,1,20,0.25,SOC,29.1,max_depth,50,min_depth,30,,
4695,3314,13931,10972,SNR,PA,21,1,20,0.25,SOC,67.5,max_depth,100,min_depth,50,,
4507,3291,13908,10972,SNR,PA,22,1,20,0.25,SOC,37.1,max_depth,10,min_depth,0,,
4508,3291,13908,10972,SNR,PA,22,1,20,0.25,SOC,28,max_depth,20,min_depth,10,,
4509,3291,13908,10972,SNR,PA,22,1,20,0.25,SOC,21.3,max_depth,30,min_depth,20,,
4510,3291,13908,10972,SNR,PA,22,1,20,0.25,SOC,25.7,max_depth,50,min_depth,30,,
4651,3309,13926,10972,SNR,PA,22,1,20,0.25,SOC,24.9,max_depth,10,min_depth,0,,
4652,3309,13926,10972,SNR,PA,22,1,20,0.25,SOC,20.6,max_depth,20,min_depth,10,,
4653,3309,13926,10972,SNR,PA,22,1,20,0.25,SOC,15.1,max_depth,30,min_depth,20,,
4654,3309,13926,10972,SNR,PA,22,1,20,0.25,SOC,18.1,max_depth,50,min_depth,30,,
4655,3309,13926,10972,SNR,PA,22,1,20,0.25,SOC,26.6,max_depth,100,min_depth,50,,
4779,3325,13942,10972,SNR,PA,25,1,20,0.25,SOC,40.6,max_depth,10,min_depth,0,,
4780,3325,13942,10972,SNR,PA,25,1,20,0.25,SOC,32.9,max_depth,20,min_depth,10,,
4781,3325,13942,10972,SNR,PA,25,1,20,0.25,SOC,24.3,max_depth,30,min_depth,20,,
4782,3325,13942,10972,SNR,PA,25,1,20,0.25,SOC,31,max_depth,50,min_depth,30,,
4783,3325,13942,10972,SNR,PA,25,1,20,0.25,SOC,55.7,max_depth,100,min_depth,50,,
4515,3292,13909,10972,SNR,PA,26,1,20,0.25,SOC,45.7,max_depth,10,min_depth,0,,
4516,3292,13909,10972,SNR,PA,26,1,20,0.25,SOC,29.8,max_depth,20,min_depth,10,,
4517,3292,13909,10972,SNR,PA,26,1,20,0.25,SOC,23,max_depth,30,min_depth,20,,
4518,3292,13909,10972,SNR,PA,26,1,20,0.25,SOC,37.5,max_depth,50,min_depth,30,,
4519,3292,13909,10972,SNR,PA,26,1,20,0.25,SOC,52.9,max_depth,100,min_depth,50,,
4699,3315,13932,10972,SNR,PA,26,1,20,0.25,SOC,46.1,max_depth,10,min_depth,0,,
4700,3315,13932,10972,SNR,PA,26,1,20,0.25,SOC,35.8,max_depth,20,min_depth,10,,
4701,3315,13932,10972,SNR,PA,26,1,20,0.25,SOC,26.3,max_depth,30,min_depth,20,,
4702,3315,13932,10972,SNR,PA,26,1,20,0.25,SOC,35.7,max_depth,50,min_depth,30,,
4703,3315,13932,10972,SNR,PA,26,1,20,0.25,SOC,69.4,max_depth,100,min_depth,50,,
4523,3293,13910,10972,SNR,PA,27,1,20,0.25,SOC,36,max_depth,10,min_depth,0,,
4524,3293,13910,10972,SNR,PA,27,1,20,0.25,SOC,29.6,max_depth,20,min_depth,10,,
4525,3293,13910,10972,SNR,PA,27,1,20,0.25,SOC,22.1,max_depth,30,min_depth,20,,
4526,3293,13910,10972,SNR,PA,27,1,20,0.25,SOC,31.1,max_depth,50,min_depth,30,,
4527,3293,13910,10972,SNR,PA,27,1,20,0.25,SOC,52.1,max_depth,100,min_depth,50,,
4707,3316,13933,10972,SNR,PA,27,1,20,0.25,SOC,39.7,max_depth,10,min_depth,0,,
4708,3316,13933,10972,SNR,PA,27,1,20,0.25,SOC,27.1,max_depth,20,min_depth,10,,
4709,3316,13933,10972,SNR,PA,27,1,20,0.25,SOC,22.3,max_depth,30,min_depth,20,,
4710,3316,13933,10972,SNR,PA,27,1,20,0.25,SOC,32.9,max_depth,50,min_depth,30,,
4711,3316,13933,10972,SNR,PA,27,1,20,0.25,SOC,65.9,max_depth,100,min_depth,50,,
4595,3302,13919,10972,SNR,PA,28,1,20,0.25,SOC,16.6,max_depth,10,min_depth,0,,
4596,3302,13919,10972,SNR,PA,28,1,20,0.25,SOC,17,max_depth,20,min_depth,10,,
4597,3302,13919,10972,SNR,PA,28,1,20,0.25,SOC,15,max_depth,30,min_depth,20,,
4598,3302,13919,10972,SNR,PA,28,1,20,0.25,SOC,20.2,max_depth,50,min_depth,30,,
4599,3302,13919,10972,SNR,PA,28,1,20,0.25,SOC,35.3,max_depth,100,min_depth,50,,
4787,3326,13943,10972,SNR,PA,29,1,20,0.25,SOC,31.7,max_depth,10,min_depth,0,,
4788,3326,13943,10972,SNR,PA,29,1,20,0.25,SOC,29.4,max_depth,20,min_depth,10,,
4789,3326,13943,10972,SNR,PA,29,1,20,0.25,SOC,23.2,max_depth,30,min_depth,20,,
4790,3326,13943,10972,SNR,PA,29,1,20,0.25,SOC,31.7,max_depth,50,min_depth,30,,
4791,3326,13943,10972,SNR,PA,29,1,20,0.25,SOC,54.1,max_depth,100,min_depth,50,,
4603,3303,13920,10972,SNR,PA,30,1,20,0.25,SOC,26.2,max_depth,10,min_depth,0,,
4604,3303,13920,10972,SNR,PA,30,1,20,0.25,SOC,21.7,max_depth,20,min_depth,10,,
4605,3303,13920,10972,SNR,PA,30,1,20,0.25,SOC,15.2,max_depth,30,min_depth,20,,
4606,3303,13920,10972,SNR,PA,30,1,20,0.25,SOC,20.5,max_depth,50,min_depth,30,,
4607,3303,13920,10972,SNR,PA,30,1,20,0.25,SOC,29.1,max_depth,100,min_depth,50,,
4859,3335,13952,10972,SNR,PA,30,1,20,0.25,SOC,51.3,max_depth,10,min_depth,0,,
4860,3335,13952,10972,SNR,PA,30,1,20,0.25,SOC,38.3,max_depth,20,min_depth,10,,
4861,3335,13952,10972,SNR,PA,30,1,20,0.25,SOC,31.5,max_depth,30,min_depth,20,,
4862,3335,13952,10972,SNR,PA,30,1,20,0.25,SOC,51.8,max_depth,50,min_depth,30,,
4863,3335,13952,10972,SNR,PA,30,1,20,0.25,SOC,109.2,max_depth,100,min_depth,50,,
4715,3317,13934,10972,SNR,PA,32,1,20,0.25,SOC,53,max_depth,10,min_depth,0,,
4716,3317,13934,10972,SNR,PA,32,1,20,0.25,SOC,33.2,max_depth,20,min_depth,10,,
4717,3317,13934,10972,SNR,PA,32,1,20,0.25,SOC,26.3,max_depth,30,min_depth,20,,
4718,3317,13934,10972,SNR,PA,32,1,20,0.25,SOC,36.6,max_depth,50,min_depth,30,,
4719,3317,13934,10972,SNR,PA,32,1,20,0.25,SOC,68.7,max_depth,100,min_depth,50,,
4795,3327,13944,10972,SNR,PA,35,1,20,0.25,SOC,32.2,max_depth,10,min_depth,0,,
4796,3327,13944,10972,SNR,PA,35,1,20,0.25,SOC,36,max_depth,20,min_depth,10,,
4797,3327,13944,10972,SNR,PA,35,1,20,0.25,SOC,22.1,max_depth,30,min_depth,20,,
4798,3327,13944,10972,SNR,PA,35,1,20,0.25,SOC,29.4,max_depth,50,min_depth,30,,
4799,3327,13944,10972,SNR,PA,35,1,20,0.25,SOC,27.2,max_depth,100,min_depth,50,,
4867,3336,13953,10972,SNR,PA,35,1,20,0.25,SOC,47.3,max_depth,10,min_depth,0,,
4868,3336,13953,10972,SNR,PA,35,1,20,0.25,SOC,44.3,max_depth,20,min_depth,10,,
4869,3336,13953,10972,SNR,PA,35,1,20,0.25,SOC,42.6,max_depth,30,min_depth,20,,
4870,3336,13953,10972,SNR,PA,35,1,20,0.25,SOC,75,max_depth,50,min_depth,30,,
4871,3336,13953,10972,SNR,PA,35,1,20,0.25,SOC,106.1,max_depth,100,min_depth,50,,
4611,3304,13921,10972,SNR,PA,40,1,20,0.25,SOC,27.9,max_depth,10,min_depth,0,,
4612,3304,13921,10972,SNR,PA,40,1,20,0.25,SOC,25.9,max_depth,20,min_depth,10,,
4613,3304,13921,10972,SNR,PA,40,1,20,0.25,SOC,20.7,max_depth,30,min_depth,20,,
4614,3304,13921,10972,SNR,PA,40,1,20,0.25,SOC,28.9,max_depth,50,min_depth,30,,
4615,3304,13921,10972,SNR,PA,40,1,20,0.25,SOC,36.2,max_depth,100,min_depth,50,,
4875,3337,13954,10972,SNR,PA,40,1,20,0.25,SOC,60.7,max_depth,10,min_depth,0,,
4876,3337,13954,10972,SNR,PA,40,1,20,0.25,SOC,42.3,max_depth,20,min_depth,10,,
4877,3337,13954,10972,SNR,PA,40,1,20,0.25,SOC,39.6,max_depth,30,min_depth,20,,
4878,3337,13954,10972,SNR,PA,40,1,20,0.25,SOC,46.2,max_depth,50,min_depth,30,,
4879,3337,13954,10972,SNR,PA,40,1,20,0.25,SOC,107.8,max_depth,100,min_depth,50,,
4883,3338,13955,10972,SNR,PA,50,1,20,0.25,SOC,54.4,max_depth,10,min_depth,0,,
4884,3338,13955,10972,SNR,PA,50,1,20,0.25,SOC,44.6,max_depth,20,min_depth,10,,
4885,3338,13955,10972,SNR,PA,50,1,20,0.25,SOC,41.5,max_depth,30,min_depth,20,,
4886,3338,13955,10972,SNR,PA,50,1,20,0.25,SOC,65,max_depth,50,min_depth,30,,
4887,3338,13955,10972,SNR,PA,50,1,20,0.25,SOC,84.2,max_depth,100,min_depth,50,,
4803,3328,13945,10972,SNR,PA,60,1,20,0.25,SOC,19.5,max_depth,10,min_depth,0,,
4804,3328,13945,10972,SNR,PA,60,1,20,0.25,SOC,20.2,max_depth,20,min_depth,10,,
4805,3328,13945,10972,SNR,PA,60,1,20,0.25,SOC,13.3,max_depth,30,min_depth,20,,
4806,3328,13945,10972,SNR,PA,60,1,20,0.25,SOC,21.9,max_depth,50,min_depth,30,,
4807,3328,13945,10972,SNR,PA,60,1,20,0.25,SOC,22.3,max_depth,100,min_depth,50,,
4531,3294,13911,10972,SNR,PA,82,1,20,0.25,SOC,34.3,max_depth,10,min_depth,0,,
4532,3294,13911,10972,SNR,PA,82,1,20,0.25,SOC,32,max_depth,20,min_depth,10,,
4533,3294,13911,10972,SNR,PA,82,1,20,0.25,SOC,28,max_depth,30,min_depth,20,,
4534,3294,13911,10972,SNR,PA,82,1,20,0.25,SOC,45.4,max_depth,50,min_depth,30,,
4535,3294,13911,10972,SNR,PA,82,1,20,0.25,SOC,54.6,max_depth,100,min_depth,50,,
5083,3459,278,11111,SNR,SC,1,1,4,0.012,SOM_per,4.22,max_depth,20,min_depth,0,bulk_density,1.33
5084,3459,278,11111,SNR,SC,1,1,4,0.012,SOM_per,2.79,max_depth,40,min_depth,20,bulk_density,1.36
5085,3459,278,11111,SNR,SC,1,1,4,0.012,SOM_per,1.55,max_depth,60,min_depth,40,bulk_density,1.42
5086,3459,278,11111,SNR,SC,1,1,4,0.012,SOM_per,1.18,max_depth,80,min_depth,60,bulk_density,1.46
5087,3459,278,11111,SNR,SC,1,1,4,0.012,SOM_per,1.04,max_depth,100,min_depth,80,bulk_density,1.52
5091,3460,278,11111,SNR,SC,7,1,4,0.1,SOM_per,5.61,max_depth,20,min_depth,0,bulk_density,1.33
5092,3460,278,11111,SNR,SC,7,1,4,0.1,SOM_per,3.82,max_depth,40,min_depth,20,bulk_density,1.32
5093,3460,278,11111,SNR,SC,7,1,4,0.1,SOM_per,2.63,max_depth,60,min_depth,40,bulk_density,1.43
5094,3460,278,11111,SNR,SC,7,1,4,0.1,SOM_per,1.73,max_depth,80,min_depth,60,bulk_density,1.48
5095,3460,278,11111,SNR,SC,7,1,4,0.1,SOM_per,1.67,max_depth,100,min_depth,80,bulk_density,1.53
5246,3609,2037,11166,SNR,H,6,1,1,,SOC,84.5,max_depth,10,min_depth,0,,
5247,3609,2037,11166,SNR,H,6,1,1,,SOC,24.6,max_depth,20,min_depth,10,,
5248,3609,2037,11166,SNR,H,6,1,1,,SOC,14.2,max_depth,30,min_depth,20,,
5252,3610,2039,11166,SNR,C,13,1,1,,SOC,19.9,max_depth,10,min_depth,0,,
5253,3610,2039,11166,SNR,C,13,1,1,,SOC,14.2,max_depth,20,min_depth,10,,
5254,3610,2039,11166,SNR,C,13,1,1,,SOC,14.2,max_depth,30,min_depth,20,,
5257,3611,2040,11166,SNR,H,18,1,1,,SOC,25.1,max_depth,10,min_depth,0,,
5258,3611,2040,11166,SNR,H,18,1,1,,SOC,15.5,max_depth,20,min_depth,10,,
5259,3611,2040,11166,SNR,H,18,1,1,,SOC,14.1,max_depth,30,min_depth,20,,
5263,3612,2042,11166,SNR,H,32,1,1,,SOC,30.6,max_depth,10,min_depth,0,,
5264,3612,2042,11166,SNR,H,32,1,1,,SOC,23.9,max_depth,20,min_depth,10,,
5265,3612,2042,11166,SNR,H,32,1,1,,SOC,12.7,max_depth,30,min_depth,20,,
5268,3613,2043,11166,SNR,H,45,1,1,,SOC,25.2,max_depth,10,min_depth,0,,
5269,3613,2043,11166,SNR,H,45,1,1,,SOC,19.1,max_depth,20,min_depth,10,,
5270,3613,2043,11166,SNR,H,45,1,1,,SOC,9,max_depth,30,min_depth,20,,
5274,3615,175,11189,PA,PA,0,4,9,0.1,SOC,63.06,max_depth,100,min_depth,0,,
5276,3616,175,11189,PA,PA,0,4,9,0.1,SOC,106.3,max_depth,100,min_depth,0,,
5278,3617,175,11189,PA,PA,0,4,9,0.1,SOC,97.3,max_depth,100,min_depth,0,,
5272,3614,175,11189,SNR,PA,9,4,9,0.1,SOC,97.6,max_depth,100,min_depth,0,,
12802,8742,227,11204,PA,PA,0,,,0.05,SOC,26.78,max_depth,20,min_depth,0,,
12803,8743,227,11204,PA,PA,0,,,0.05,SOC,26.37,max_depth,20,min_depth,0,,
12806,8746,226,11204,PA,PA,0,,,0.05,SOC,24.53,max_depth,20,min_depth,0,,
12807,8747,226,11204,PA,PA,0,,,0.05,SOC,44.85,max_depth,20,min_depth,0,,
12809,8749,226,11204,SNR,SC,3,,,0.05,SOC,40.64,max_depth,20,min_depth,0,,
12800,8740,229,11204,SNR,SC,4,,,0.05,SOC,39.42,max_depth,20,min_depth,0,,
12811,8751,209,11204,SNR,SC,4,,,0.05,SOC,29.95,max_depth,20,min_depth,0,,
12814,8754,210,11204,SNR,SC,4,,,0.05,SOC,51.7,max_depth,20,min_depth,0,,
12817,8757,212,11204,SNR,SC,4,,,0.05,SOC,20.5,max_depth,20,min_depth,0,,
12821,8761,211,11204,SNR,SC,4,,,0.05,SOC,42.5,max_depth,20,min_depth,0,,
12824,8764,3956,11204,SNR,SC,4,,,0.05,SOC,58.2,max_depth,20,min_depth,0,,
12827,8767,3957,11204,SNR,SC,4,,,0.05,SOC,31.2,max_depth,20,min_depth,0,,
12816,8756,212,11204,SNR,SC,9,,,0.05,SOC,36.9,max_depth,20,min_depth,0,,
12820,8760,211,11204,SNR,SC,9,,,0.05,SOC,30,max_depth,20,min_depth,0,,
12823,8763,3956,11204,SNR,SC,9,,,0.05,SOC,40.3,max_depth,20,min_depth,0,,
